deltaG,initial_div_omega_error,initial_div_Omega_error,initial_quaternion_norm_error,initial_norm_preservation_error,initial_final_divergence,initial_energy_conservation,initial_helicity_conservation,initial_taylor_expansion,final_div_omega_error,final_div_Omega_error,final_quaternion_norm_error,final_norm_preservation_error,final_final_divergence,final_energy_conservation,final_helicity_conservation,final_taylor_expansion,converged,steps,runtime,energy
0.921,7.62e-16,8.55e-16,2.22e-16,1.39e-17,8.75e-18,0.022,2.17e-07,0.0979,6.18e-16,5.98e-16,2.22e-16,1.39e-17,1.59e-17,0.0211,4.76e-07,0.0959,True,40,3.57,0.004803201
