deltaG,initial_div_omega_error,initial_div_Omega_error,initial_quaternion_norm_error,initial_norm_preservation_error,initial_final_divergence,initial_energy_conservation,initial_helicity_conservation,initial_taylor_expansion,final_div_omega_error,final_div_Omega_error,final_quaternion_norm_error,final_norm_preservation_error,final_final_divergence,final_energy_conservation,final_helicity_conservation,final_taylor_expansion,taylor_bound_check,converged,steps,runtime,energy
0.0,7.62e-16,0.0,0.0,0.0,5.48e-18,5.2e-16,1.74e-07,0.0,7.3e-16,0.0,0.0,0.0,1.1e-17,5.41e-16,3.76e-07,0.0,1.0,True,40,3.81,0.004811638
